Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H12S1V001	H12S1V002	H12S1V003	H12S1V004	H12S1V005	H12S1V006	H12S1V007	H12S1V008	H12S1V009	H12S1V010	H12S1V011	H12S1V012	H12S1V013	H12S1V014	H12S1V015	H12S1V016	H12S2V001	H12S2V002	H12S2V003	H12S2V004	H12S2V005	H12S2V006	H12S2V007	H12S2V008	H12S2V009	H12S2V010	H12S2V011	H12S2V012	H12S2V013	H12S2V014	H12S2V015	H12S2V016	H12S2V017	H12S2V018	H12S2V019	H12S2V020	H12S2V021	H12S2V022	H12S2V023	H12S2V024	H12S2V025	H12S2V026	H12S2V027	H12S2V028	H12S2V029	H12S2V030	H12S2V031	H12S2V032	H12S2V033	H12S2V034	H12S2V035	H12S2V036	H12S2V037	H12S2V038	H12S2V039	H12S2V040	H12S2V041	H12S2V042	H12S2V043	H12S2V044	H12S2V045	H12S2V046	H12S2V047	H12S3V001	H12S3V002	H12S3V003	H12S3V004	H12S3V005	H12S3V006	H12S3V007	H12S3V008	H12S3V009	H12S3V010	H12S3V011	H12S3V012	H12S3V013	H12S3V014	H12S3V015	H12S3V016	H12S5V001	H12S6V001	H12S6V002	H12S6V003	H12S6V004	H12S6V005	H12S6V006	H12S6V007	H12S6V008	H12S6V009	H12S6V010	H12S6V011	H12S6V012	H12S7V001	H12S7V002	H12S7V003	H12S7V004	H12S7V005	H12S7V006	H12S7V007	H12S7V008	H12S7V009	H12S7V010	H12S7V011	H12S7V012	H12S7V013	H12S7V014	H12S7V015	H12S7V016	H12S7V017	H12S7V018	H12S7V019	H12S7V020	H12S7V021	H12S7V022	H12S7V023	H12S7V024	H12S7V025	H12S7V026	H12S7V027	H12S7V028	H12S7V029
840	"YORK"	"New Brunswick"	"1867 - 1914"	12	"1911.09.21-1913.12.10 "	270	"141251da-0bcf-4479-a271-f2e446d6cfc5"	"CROCKET, Oswald Smith"	"Conservative (1867-1942)"	"Author, barrister, correspondent"	"Protestant"	0	3									""	"Resignation. Appointed Puisne Judge of the New Brunswick Court of King's Bench: 1913.12.10 "		""	"9"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"9"	"9"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
383	"LAVAL"	"Quebec"	"1867 - 1914"	12	"1911.09.21"	272	"145ee724-8129-4bb1-9823-80b4720ad97a"	"WILSON, Charles-Avila"	"Liberal Party of Canada"	"Lawyer"	"Fr.Catholic"	0	2									""	""		""	"1"	"2"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"9"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"9"	"2"	"1"	"1"	"2"	"1"	"2"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
146	"CITY AND COUNTY OF ST. JOHN"	"New Brunswick"	"1867 - 1914"	12	"1911.10.27"	291	"15b270da-620f-48bb-be53-9255fee3838d"	"HAZEN, Hon. J.D."	"Conservative (1867-1942)"	"Lawyer"	"Protestant"	0	2		1							""	""		""	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"1"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"9"	"9"	"1"	"1"	"2"	"9"	"9"	"9"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"9"	"2"	"9"	"1"	"1"	"9"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"9"	"9"
131	"CHAMPLAIN"	"Quebec"	"1867 - 2003"	12	"1911.09.21-1914.10.19 and 1914.11.07"	308	"16ce500b-a94a-497d-a6d8-216f81209b13"	"BLONDIN, Hon. Pierre Edouard"	"Conservative (1867-1942)"	"Lawyer, notary"	"Fr.Catholic"	1	2		1							""	"Resignation. Appointed Minister of Inland Revenue: 1914.10.19"		""	"2"	"9"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"
440	"MIDDLESEX EAST"	"Ontario"	"1867 - 1966"	12	"1913.10.21"	315	"173a947c-154b-45f1-8a2c-0a9d2d992309"	"GLASS, S.F."	"Conservative (1867-1942)"	"Insurance broker, real estate agent"	"Protestant"	0	1									""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"9"	"2"	"9"	"1"	"1"	"2"	"2"	"2"	"9"	"1"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"
280	"HASTINGS WEST"	"Ontario"	"1867 - 1924"	12	"1911.09.21"	336	"185cfc9f-0de6-4492-8cdf-b36fb5308b50"	"PORTER, Edward Guss"	"Conservative (1867-1942)"	"Barrister"	"Protestant"	0	4									""	""		""	"2"	"9"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"9"	"1"	"2"	"9"	"9"	"1"	"2"	"9"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
29	"BAGOT"	"Quebec"	"1867 - 1933"	12	"1911.09.21"	342	"1899ea86-f65d-4338-b41b-708b33450cc6"	"MARCILE, Joseph-Edmond"	"Liberal Party of Canada"	"Merchant"	"Fr.Catholic"	1	5									""	""		""	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"2"	"9"	"1"	"1"	"1"	"9"	"1"	"1"	"9"	"1"	"9"	"1"	"1"	"9"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"9"
654	"ST. ANNE"	"Quebec"	"1892 - 1914"	12	"1911.09.21- and 1911.10.27"	394	"1d093884-066e-4154-90c4-5125c80965b9"	"DOHERTY, Hon. Charles Joseph"	"Conservative (1867-1942)"	"Bank manager, lawyer"	"Catholic"	0	2		1							""	"No reason giving for the by-election."		""	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"
655	"ST. MARY"	"Quebec"	"1892 - 1947"	12	"1911.09.21"	406	"1de351b4-9b68-4be3-a9aa-17ac27646fa5"	"MARTIN, Mederic"	"Liberal Party of Canada"	"Industrialist"	"Fr.Catholic"	1	3									""	""		""	"1"	"2"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"1"	"2"	"9"	"9"
123	"CARLETON"	"Ontario"	"1867 - 1966"	12	"1912.10.30-1915.06.28"	414	"1e502396-052a-4afd-8d90-249bea49b95c"	"GARLAND, William Foster"	"Conservative (1867-1942)"	"Breeder, pharmacist"	"Protestant"	0	1									""	"Resignation: 1915.06.28"		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
352	"LABELLE"	"Quebec"	"1892 - 1987"	12	"1911.09.21-1917.06.28"	429	"201032e2-d492-4240-86ff-da2b9ed995f2"	"ACHIM, Honore"	"Conservative (1867-1942)"	"Lawyer"	"Fr.Catholic"	1	1	1			1					""	""		""	"2"	"1"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"9"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"9"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
352	"LABELLE"	"Quebec"	"1892 - 1987"	12	"1917.06.29-"	429.1	"201032e2-d492-4240-86ff-da2b9ed995f2"	"ACHIM, Honore"	"Liberal Party of Canada"	"Lawyer"	"Fr.Catholic"	1	1									""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
500	"NORTHUMBERLAND EAST"	"Ontario"	"1867 - 1914"	12	"1911.09.21"	430	"1f7b9692-ebed-488c-b0f4-d5d3fb4c26f3"	"WALKER, Henry Joseph"	"Conservative (1867-1942)"	"Merchant"	"Protestant"	0	1									""	""		""	"2"	"9"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"1"	"2"	"2"	"9"	"1"	"9"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
677	"SHEFFORD"	"Quebec"	"1867 - "	12	"1911.09.21"	440	"20153f1d-4d12-4d52-b34f-744ffb0e1cd0"	"BOIVIN, George Henri"	"Liberal Party of Canada"	"Lawyer"	"Fr.Catholic"	1	1									""	""		""	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"2"	"1"	"9"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"9"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"2"	"1"	"2"	"2"	"1"
691	"SOURIS"	"Manitoba"	"1903 - 1952"	12	"1911.09.21"	452	"20b6507f-4331-4342-ad1d-68bb1492c315"	"SCHAFFNER, Frederick Lawrence"	"Conservative (1867-1942)"	"Physician"	"Protestant"	0	3									""	""		""	"2"	"1"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"2"	"9"	"1"	"1"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"9"
134	"CHARLEVOIX"	"Quebec"	"1867 - 1914"	12	"1911.09.21"	458	"21707cca-53c0-45ee-bc24-f51541501b91"	"FORGET, Rodolphe"	"Conservative (1867-1942)"	"Businessman, financier, stockbroker"	"Fr.Catholic"	1	3									""	""		""	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
351	"L'ISLET"	"Quebec"	"1867 - 1933"	12	"1911.09.21"	475	"22bac231-c23b-4794-8dfb-46bf52cd7616"	"PAQUET, Eugene"	"Conservative (1867-1942)"	"Physician"	"Fr.Catholic"	1	3									""	""		""	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"1"	"1"	"2"	"2"	"2"	"9"	"1"	"1"	"9"	"2"	"9"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
45	"BERTHIER"	"Quebec"	"1867 - 1924"	12	"1911.09.21"	501	"24afb66c-ee49-4658-8927-30c3ead84b7d"	"BARRETTE, Joseph Arthur"	"Conservative (1867-1942)"	"Businessman, farmer, notary"	"Fr.Catholic"	1	1									""	""		""	"2"	"1"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"9"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"2"	"9"	"9"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"2"	"9"	"9"
417	"MAISONNEUVE"	"Quebec"	"1892 - 1933"	12	"1911.09.21"	508	"2555053a-03ba-40ed-a2fb-de4f35b5fca4"	"VERVILLE, Alphonse"	"Labour"	"Plumber"	"Fr.Catholic"	1	3									""	""		""	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"9"	"1"	"9"	"1"	"9"	"9"	"2"	"1"	"9"	"1"	"9"	"1"	"1"	"9"	"9"	"1"	"1"	"1"	"9"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"9"	"9"
10	"ALGOMA EAST"	"Ontario"	"1903 - 1966"	12	"1911.09.21"	518	"263d1f72-ec01-4d46-a10f-3581e515a56b"	"SMYTH, William Ross"	"Conservative (1867-1942)"	"Lumber merchant, merchant"	"Protestant"	0	2									"Scotland"	""		""	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"2"	"9"	"2"	"1"	"2"	"1"	"1"	"9"	"9"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"2"	"9"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
