Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H12S1V001	H12S1V002	H12S1V003	H12S1V004	H12S1V005	H12S1V006	H12S1V007	H12S1V008	H12S1V009	H12S1V010	H12S1V011	H12S1V012	H12S1V013	H12S1V014	H12S1V015	H12S1V016	H12S2V001	H12S2V002	H12S2V003	H12S2V004	H12S2V005	H12S2V006	H12S2V007	H12S2V008	H12S2V009	H12S2V010	H12S2V011	H12S2V012	H12S2V013	H12S2V014	H12S2V015	H12S2V016	H12S2V017	H12S2V018	H12S2V019	H12S2V020	H12S2V021	H12S2V022	H12S2V023	H12S2V024	H12S2V025	H12S2V026	H12S2V027	H12S2V028	H12S2V029	H12S2V030	H12S2V031	H12S2V032	H12S2V033	H12S2V034	H12S2V035	H12S2V036	H12S2V037	H12S2V038	H12S2V039	H12S2V040	H12S2V041	H12S2V042	H12S2V043	H12S2V044	H12S2V045	H12S2V046	H12S2V047	H12S3V001	H12S3V002	H12S3V003	H12S3V004	H12S3V005	H12S3V006	H12S3V007	H12S3V008	H12S3V009	H12S3V010	H12S3V011	H12S3V012	H12S3V013	H12S3V014	H12S3V015	H12S3V016	H12S5V001	H12S6V001	H12S6V002	H12S6V003	H12S6V004	H12S6V005	H12S6V006	H12S6V007	H12S6V008	H12S6V009	H12S6V010	H12S6V011	H12S6V012	H12S7V001	H12S7V002	H12S7V003	H12S7V004	H12S7V005	H12S7V006	H12S7V007	H12S7V008	H12S7V009	H12S7V010	H12S7V011	H12S7V012	H12S7V013	H12S7V014	H12S7V015	H12S7V016	H12S7V017	H12S7V018	H12S7V019	H12S7V020	H12S7V021	H12S7V022	H12S7V023	H12S7V024	H12S7V025	H12S7V026	H12S7V027	H12S7V028	H12S7V029
835	"YALE--CARIBOO"	"British Columbia"	"1892 - 1914"	12	"1911.09.21- and 1911.11.04"	923	"431f1aea-d84b-44d7-82cc-340110a7e97d"	"BURRELL, Hon. Martin"	"Conservative (1867-1942)"	"Author, fruit grower, parliamentary librarian"	"Protestant"	0	2		1							"England"	"Resignation. Appointed Minister of Agriculture: �"		""	"2"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"9"	"2"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"2"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"2"
69	"BRANTFORD"	"Ontario"	"1903 - 1924"	12	"1911.09.21"	927	"4377f02c-8021-4cd3-9d64-deaad7b31431"	"COCKSHUTT, William F."	"Conservative (1867-1942)"	"Businessman, manufacturer"	"Protestant"	0	2									""	""		""	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"
18	"ARGENTEUIL"	"Quebec"	"1867 - 1947"	12	"1911.09.21"	938	"4430053b-1f47-481d-9354-7a7535f63be9"	"PERLEY, George Halsey"	"Conservative (1867-1942)"	"Lumber merchant"	"Protestant"	0	3		1							"United States"	""		""	"2"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"2"	"9"	"2"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"1"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
388	"LEEDS"	"Ontario"	"1903 - 1976"	12	"1911.09.21-1911.10.25"	989	"47b47c19-8fe1-4407-b84f-9029f6aec230"	"TAYLOR, George"	"Conservative (1867-1942)"	"Industrialist"	"Protestant"	0	8									""	"Resignation. To allow T.W. White to run for office: 1911.10.25"		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
766	"VAUDREUIL"	"Quebec"	"1867 - 1914"	12	"1911.09.21"	1026	"4b02e0c1-1981-4162-963c-ca1a572cb6f1"	"BOYER, Gustave"	"Liberal Party of Canada"	"Gentleman, journalist"	"Fr.Catholic"	1	3									""	""		""	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"2"	"2"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"1"	"9"	"2"	"1"	"9"	"9"	"1"	"9"	"1"	"9"	"1"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"1"	"9"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"1"	"2"	"9"	"9"
679	"SHELBURNE AND QUEEN'S"	"Nova Scotia"	"1892 - 1924"	12	"1911.09.21"	1037	"4c70db2d-27f6-41f1-886a-3572d31f53d1"	"MCCURDY, Fleming Blanchard"	"Conservative (1867-1942)"	"Financier"	"Protestant"	0	1			1						""	""		""	"2"	"9"	"2"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"9"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"9"	"9"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"9"	"2"	"2"	"1"	"2"	"1"	"9"	"2"
323	"KAMOURASKA"	"Quebec"	"1867 - 1976"	12	"1911.09.21"	1050	"4d5012f1-c091-43d5-b8fc-f6f7ac8afb9c"	"LAPOINTE, Ernest"	"Liberal Party of Canada"	"Lawyer"	"Fr.Catholic"	1	4									""	""		""	"1"	"2"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"1"	"1"	"2"	"2"	"9"	"1"	"1"	"9"	"9"	"9"	"2"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"2"	"1"	"1"	"9"	"1"	"1"	"1"	"9"	"1"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"2"	"1"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"
576	"QU'APPELLE"	"Saskatchewan"	"1905 - 1966"	12	"1911.09.21"	1051	"4d6aec7f-24f4-4f0f-bfd9-9e401c0c7fc5"	"THOMSON, Levi"	"Liberal Party of Canada"	"Crown prosecutor, farmer, lawyer"	"Unknown"	0	1									""	""		""	"1"	"2"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"9"	"1"	"2"	"1"	"1"	"2"	"9"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"1"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"1"	"9"	"9"	"1"	"9"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"1"	"1"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
415	"MACLEOD"	"Alberta"	"1907 - 1966"	12	"1911.09.21"	1054	"4d85880d-dae0-4f53-8610-16a1c9dc7e00"	"WARNOCK, David"	"Liberal Party of Canada"	"Farmer, veterinary surgeon"	"Protestant"	0	1									"Scotland"	""		""	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
1267	"TORONTO WEST"	"Ontario"	"1903 - 1924"	12	"1911.09.21"	1059	"4e01e3c6-73dc-40cf-8a42-e6156318db32"	"OSLER, Edmund Boyd"	"Conservative (1867-1942)"	"Financier"	"Protestant"	0	5									""	""		""	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
455	"MONTCALM"	"Quebec"	"1867 - 1914"	12	"1911.09.21"	1071	"4ec792a6-2959-4e13-9458-a23963064623"	"LAFORTUNE, David-Arthur"	"Liberal Party of Canada"	"Lawyer"	"Fr.Catholic"	1	2									""	""		""	"1"	"2"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"1"	"1"	"1"	"9"	"1"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"2"	"2"	"9"	"1"	"9"	"9"	"1"	"1"	"9"	"9"	"2"	"1"	"1"	"9"	"2"	"1"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"9"
562	"PORTNEUF"	"Quebec"	"1867 - 2004"	12	"1911.09.21"	1088	"50213f53-4bd4-4a8f-a6eb-ae0ac7c0034d"	"DELISLE, Michel-Simeon"	"Liberal Party of Canada"	"Gentleman, merchant, person of independent means"	"Fr.Catholic"	1	4									""	""		""	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"2"	"2"	"9"	"1"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"9"	"9"
36	"BEAUCE"	"Quebec"	"1867 - "	12	"1911.09.21"	1092	"50634114-351e-4c08-8b61-8698a41f8814"	"BELAND, Hon. Henri Severin"	"Liberal Party of Canada"	"Physician"	"Fr.Catholic"	1	4									""	""		""	"9"	"2"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
793	"WELLAND"	"Ontario"	"1867 - 1987"	12	"1911.09.21"	1098	"511d8a61-1106-4b86-a494-9cfa7e47f4f6"	"GERMAN, William Manly"	"Liberal Party of Canada"	"Barrister"	"Protestant"	0	5									""	""		""	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"2"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"1"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
23	"ASSINIBOIA"	"Saskatchewan"	"1907 - 1987"	12	"1911.09.21"	1114	"52a4499f-fa60-4960-92e4-bb99baf0c85e"	"TURRIFF, John Gillanders"	"Liberal Party of Canada"	"Farmer, merchant"	"Protestant"	0	3									""	""		""	"9"	"2"	"1"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"1"	"1"	"9"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"9"	"2"
609	"RICHMOND"	"Nova Scotia"	"1867 - 1914"	12	"1911.09.21"	1126	"535344f8-2229-4bb7-8b9a-cdbb8bf4b522"	"KYTE, George William"	"Liberal Party of Canada"	"Barrister, lawyer"	"Catholic"	0	2									""	""		""	"1"	"2"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"9"	"1"	"9"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"
311	"INVERNESS"	"Nova Scotia"	"1867 - 1933"	12	"1911.09.21"	1142	"54527ec0-1e62-40d5-99dc-90f2d267f646"	"CHISHOLM, Alexander William"	"Liberal Party of Canada"	"Physician"	"Catholic"	0	2									""	""		""	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
441	"MIDDLESEX NORTH"	"Ontario"	"1867 - 1914"	12	"1911.09.21"	1144	"545bc45f-d993-4a11-9388-c6e586aa9f2d"	"ELLIOT, George"	"Conservative (1867-1942)"	"Farmer"	"Protestant"	0	1									""	""		""	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"1"	"1"	"2"	"9"	"9"	"2"	"1"	"2"	"9"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"1"	"2"	"2"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"9"
253	"GREY SOUTH"	"Ontario"	"1867 - 1914"	12	"1911.09.21"	1147	"547a3438-cef8-4ac8-a7f3-8351a32095bd"	"BALL, Robert James"	"Conservative (1867-1942)"	"Accountant, life insurance agent, teacher"	"Protestant"	0	1									""	""		""	"2"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
431	"MEDICINE HAT"	"Alberta"	"1907 - "	12	"1911.09.21"	1178	"56470474-43c7-4392-9d18-c5e1c4bcdfef"	"BUCHANAN, William Ashbury"	"Liberal Party of Canada"	"Journalist, publisher"	"Protestant"	0	1									""	""		""	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"9"	"1"	"1"	"9"	"9"	"1"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"9"	"2"	"1"	"1"	"9"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"1"	"1"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"
