Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H31S1V001	H31S1V002	H31S1V003	H31S1V004	H31S1V005	H31S1V006	H31S1V007	H31S1V008
	""	""	""		""		""	""	""	""											""	""	""		"Date"	"10.09.1979"	"10.11.1979"	"10.15.1979"	"10.25.1979"	"11.06.1979"	"12.04.1979"	"12.10.1979"	"12.13.1979"
226	"FRASER VALLEY EAST"	"British Columbia"	"1966 - 1996"	31	"1979.05.22"	39	"03bdeb92-5e2c-42ef-87e7-af2178b73f74"	"PATTERSON, Alex"	"Progressive Conservative Party"	"Minister"		0	8								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
9	"ALGOMA"	"Ontario"	"1966 - 1997"	31	"1979.05.22"	51	"04c88469-fd47-40e9-b8ad-fbb8a173dcb9"	"FOSTER, Maurice"	"Liberal Party of Canada"	"Veterinarian"		0	4								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"
156	"COMOX--POWELL RIVER"	"British Columbia"	"1976 - 1987"	31	"1979.05.22"	77	"0662e97c-31c7-492e-ba34-622d26c31084"	"SKELLY, Ray"	"New Democratic Party"	"Teacher"		0	1								""	""	""		""	"9"	"1"	"1"	"1"	"1"	"9"	"2"	"1"
431	"MEDICINE HAT"	"Alberta"	"1907 - "	31	"1979.05.22"	84	"074c5f79-285c-48cd-b661-069bf3c4d46f"	"HARGRAVE, Bert"	"Progressive Conservative Party"	"Rancher"		0	3			1					""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
236	"GATINEAU"	"Quebec"	"1947 - 1987"	31	"1979.05.22"	85	"074d431a-8e54-406a-b491-8414d671c4da"	"COUSINEAU, Rene"	"Liberal Party of Canada"	"Developer, notary, professor of notary law"		1	1								""	""	""		""	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"1"
577	"QU'APPELLE--MOOSE MOUNTAIN"	"Saskatchewan"	"1966 - 1987"	31	"1979.05.22"	87	"074f5c93-b513-42b6-9ad6-39c7c659fcf4"	"HAMILTON, Alvin"	"Progressive Conservative Party"	"Teacher"		0	8								""	""	""		""	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"9"
143	"CHICOUTIMI"	"Quebec"	"1924 - 2000"	31	"1979.05.22"	129	"0a97b26d-233b-4a37-8f21-9f37b6a07822"	"DIONNE, Marcel"	"Liberal Party of Canada"	"Businessman"		1	1								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"1"
100	"CALGARY EAST"	"Alberta"	"1976 - 1987"	31	"1979.05.22"	145	"0ba93196-a461-472a-84ac-f56fffe4fc2a"	"KUSHNER, John"	"Progressive Conservative Party"	"Security officer"		0	1								""	"Poland"	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
473	"NANAIMO--ALBERNI"	"British Columbia"	"1976 - 1987"	31	"1979.05.22"	162	"0ccac6ee-dfdf-455d-a321-955696e7b3f1"	"MILLER, Ted"	"New Democratic Party"	"Guidance counsellor, teacher"		0	1								""	""	""		""	"2"	"1"	"1"	"9"	"1"	"2"	"2"	"1"
245	"GRAND FALLS--WHITE BAY--LABRADOR"	"Newfoundland and Labrador"	"1952 - 1987"	31	"1979.05.22"	170	"0d578e66-4589-4d5c-b3fe-326249fd01e5"	"ROMPKEY, Bill"	"Liberal Party of Canada"	"Educator, politician"		0	3								""	""	""		""	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"1"
657	"SAINTE-MARIE"	"Quebec"	"1978 - 1980"	31	"1979.05.22"	173	"0d746214-3995-496a-b1c0-3f225da3d3a6"	"MALEPART, Jean-Claude"	"Liberal Party of Canada"	"Administrator, social worker"		1	1								""	""	""		""	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"1"
851	"YORK--SCARBOROUGH"	"Ontario"	"1952 - 1987"	31	"1979.05.22"	176	"0d8b2e8d-31cd-4160-8c35-4b700fec55ab"	"MCCROSSAN, W. Paul"	"Progressive Conservative Party"	"Actuary"		0	2			1					""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
823	"WINNIPEG NORTH CENTRE"	"Manitoba"	"1924 - 1996"	31	"1979.05.22"	215	"103e48f0-b6bb-43eb-9c06-7ceffaf3ea78"	"KNOWLES, Stanley"	"New Democratic Party"	"Clergyperson, minister, printer"		0	12								""	"United States"	""		""	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"
571	"PRINCE GEORGE--BULKLEY VALLEY"	"British Columbia"	"1976 - 2003"	31	"1979.05.22"	217	"106e981f-df0d-4f9a-8176-7b16b2af6566"	"MCCUISH, Lorne"	"Progressive Conservative Party"	"Claims manager"		0	1								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
1239	"CAPE BRETON--EAST RICHMOND"	"Nova Scotia"	"1976 - 1996"	31	"1979.05.22"	228	"115ea60c-7740-461b-a6fd-e8d2017f1797"	"HOGAN, Andy"	"New Democratic Party"	"Economist, priest, professor"		0	2								""	""	""		""	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"1"
757	"VANCOUVER CENTRE"	"British Columbia"	"1914 - "	31	"1979.05.22"	233	"11a55637-8da0-4cce-805f-00b574541e4b"	"PHILLIPS, Art"	"Liberal Party of Canada"	"Investment analyst"		0	1								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"1"
229	"FRONTENAC"	"Quebec"	"1966 - 1996"	31	"1979.05.22"	288	"156d50ac-f2b6-4e00-9486-25a021073f58"	"CORRIVEAU, Leopold"	"Liberal Party of Canada"	"Electrician"		1	4								""	""	""		""	"2"	"2"	"1"	"9"	"1"	"2"	"9"	"1"
850	"YORK--PEEL"	"Ontario"	"1976 - 1987"	31	"1979.05.22"	306	"16a83649-a500-44eb-8adb-2cc0fac9b495"	"STEVENS, Sinclair"	"Progressive Conservative Party"	"Barrister and solicitor, businessman, financier, journalist, lawyer"		0	3		1						""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
828	"WINNIPEG--FORT GARRY"	"Manitoba"	"1976 - 1987"	31	"1979.05.22"	355	"19dd9722-bc3e-4711-ac9e-913b7fd56106"	"AXWORTHY, Lloyd"	"Liberal Party of Canada"	"Administrator, professor"		0	1								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"
817	"WILLOWDALE"	"Ontario"	"1976 - "	31	"1979.05.22"	366	"1af64b0f-15cb-41a1-af15-3288ca920ca0"	"JARVIS, Bob"	"Progressive Conservative Party"	"Lawyer"		0	1			1					""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
1125	"SAINT-DENIS"	"Quebec"	"1952 - 1996"	31	"1979.05.22"	375	"1b89a5d2-5388-4d19-922f-3ddad9230807"	"PRUD'HOMME, Marcel"	"Liberal Party of Canada"	"Lawyer, political scientist"		1	6								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"1"
611	"RICHMOND--SOUTH DELTA"	"British Columbia"	"1976 - 1987"	31	"1979.05.22"	378	"1babc9d3-8d8a-489e-99f2-d360a5ab621b"	"SIDDON, Tom"	"Progressive Conservative Party"	"Author, lecturer, professional engineer, professor of engineering"		0	2			1					""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
712	"SUDBURY"	"Ontario"	"1947 - "	31	"1979.05.22"	385	"1c84ed8e-0b0a-441b-a324-bedff3f898fc"	"JEROME, Jim"	"Liberal Party of Canada"	"Lawyer"		0	4								""	""	""		""	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
481	"NEW WESTMINSTER--COQUITLAM"	"British Columbia"	"1976 - 1987"	31	"1979.05.22"	404	"1dd291e1-3595-417c-ab03-48b8369cd9a8"	"JEWETT, Pauline"	"New Democratic Party"	"Administrator, political scientist, professor"		0	2								""	""	""		""	"2"	"1"	"1"	"9"	"1"	"2"	"9"	"1"
735	"TIMMINS--CHAPLEAU"	"Ontario"	"1976 - 1996"	31	"1979.05.22"	415	"1e61c4e4-a9ca-48ff-a5ea-102046cd79e5"	"CHENIER, Ray"	"Liberal Party of Canada"	"Superintendent of education"		1	1								""	""	""		""	"2"	"9"	"1"	"9"	"1"	"2"	"2"	"1"
406	"LONGUEUIL"	"Quebec"	"1952 - 2004"	31	"1979.05.22"	418	"1e8059eb-f311-4c36-9bda-9a35e6d005da"	"OLIVIER, Jacques"	"Liberal Party of Canada"	"Automobile dealer, businessman, labour relations officer"		1	3								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"1"
404	"LONDON--MIDDLESEX"	"Ontario"	"1977 - 1996"	31	"1979.05.22"	419	"1e9cbe32-5f86-49ab-8a16-43eb4a5e5b74"	"ELLIOTT, Nelson"	"Progressive Conservative Party"	"Farmer"		0	1								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
334	"KINDERSLEY--LLOYDMINSTER"	"Saskatchewan"	"1976 - 1996"	31	"1979.05.22"	431	"1f8133d1-a23c-4b93-a989-57272f08006c"	"MCKNIGHT, Bill"	"Progressive Conservative Party"	"Businessman, farmer"		0	1								""	""	""		""	"2"	"2"	"9"	"2"	"2"	"1"	"1"	"2"
672	"SCARBOROUGH CENTRE"	"Ontario"	"1976 - "	31	"1979.05.22"	444	"208b5a01-dc06-4eff-b012-c716c771c48b"	"STRATAS, Diane"	"Progressive Conservative Party"	"Businesswoman"		0	1			1					""	""	""		""	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"2"
201	"EDMONTON WEST"	"Alberta"	"1914 - 1987"	31	"1979.05.22"	446	"2094cd47-759f-4f54-8d75-9da36dd888a2"	"LAMBERT, Marcel"	"Progressive Conservative Party"	"Lawyer"		1	9								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
145	"CHURCHILL"	"Manitoba"	"1933 - "	31	"1979.06.22"	454	"2121e1fb-a867-4036-80a6-104483c3925a"	"MURPHY, Rod"	"New Democratic Party"	"Teacher"		0	1								""	""	""		""	"2"	"1"	"1"	"9"	"1"	"2"	"2"	"1"
1141	"ATHABASCA"	"Alberta"	"1966 - 2004"	31	"1979.05.22"	479	"22fc9587-155c-4a94-bbbf-5938153a44db"	"YEWCHUK, Paul"	"Progressive Conservative Party"	"Physician, surgeon"		0	4								""	""	""		""	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"2"
14	"ANNAPOLIS VALLEY--HANTS"	"Nova Scotia"	"1976 - 1996"	31	"1979.05.22"	481	"233615e5-2efe-4c21-add7-fe0441115d79"	"NOWLAN, Pat"	"Progressive Conservative Party"	"Barrister, lawyer"		0	5								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"
218	"ESSEX--WINDSOR"	"Ontario"	"1972 - 1996"	31	"1979.05.22"	492	"23fe2e19-4f64-4dd6-9bdb-7f6984a01ded"	"WHELAN, Eugene F."	"Liberal Party of Canada"	"Farmer, politician"		0	7								""	""	""		""	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"1"
808	"WESTERN ARCTIC"	"Northwest Territories"	"1976 - "	31	"1979.05.22"	504	"251c8921-f8f2-47ca-86da-2fa40e7df4d6"	"NICKERSON, Dave"	"Progressive Conservative Party"	"Mining engineer"		0	1								""	"England"	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"
524	"OTTAWA--VANIER"	"Ontario"	"1973 - "	31	"1979.05.22"	516	"26223e14-510e-4dcb-8a95-e4483fb87b9e"	"GAUTHIER, Jean-Robert"	"Liberal Party of Canada"	"Chiropractor"		1	3								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"
699	"ST. CATHARINES"	"Ontario"	"1966 - "	31	"1979.05.22"	534	"2753d9bf-954d-4354-9195-a4b6136f4ae2"	"REID, Joe"	"Progressive Conservative Party"	"Lawyer"		0	1			1					""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
391	"LEEDS--GRENVILLE"	"Ontario"	"1976 - "	31	"1979.05.22"	554	"28c4f9db-9b1e-4f9a-a2bb-543630f591c8"	"COSSITT, Tom"	"Progressive Conservative Party"	"Business executive, businessman, executive"		0	3								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
108	"CAPE BRETON HIGHLANDS--CANSO"	"Nova Scotia"	"1966 - 1996"	31	"1979.05.22"	560	"29120c21-7fca-48fe-bd93-53ba86e83429"	"MACEACHEN, Allan J."	"Liberal Party of Canada"	"Economist, professor"		0	9								""	""	""		""	"2"	"2"	"1"	"9"	"1"	"2"	"9"	"1"
660	"SARNIA"	"Ontario"	"1976 - 1981"	31	"1979.05.22"	568	"299a68bf-e675-4601-9810-e7ee653462f6"	"CAMPBELL, Bill"	"Progressive Conservative Party"	"Farmer, process operator"		0	1								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
651	"SAINT-MAURICE"	"Quebec"	"1966 - 2003"	31	"1979.05.22"	581	"2aa8c3e9-f46e-4c78-b9ff-04bec0ed5050"	"CHRETIEN, Jean"	"Liberal Party of Canada"	"Lawyer"		1	6								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"
769	"VEGREVILLE"	"Alberta"	"1924 - 1996"	31	"1979.05.22"	582	"2ab82d94-802a-482b-afff-5b9d30277acd"	"MAZANKOWSKI, Don"	"Progressive Conservative Party"	"Businessman"		0	4		1						""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"
723	"TERREBONNE"	"Quebec"	"1867 - 1996"	31	"1979.05.22"	586	"2afe8a2e-6c8a-4430-814a-98507dc61d01"	"COMTOIS, J. Roland"	"Liberal Party of Canada"	"Military, professional engineer, reservist"		1	5								""	""	""		""	"2"	"2"	"1"	"9"	"1"	"1"	"2"	"1"
387	"LAVAL-DES-RAPIDES"	"Quebec"	"1976 - 1990"	31	"1979.05.22"	589	"2b7e4f6a-94db-4cf6-b09b-91946d9d0511"	"SAUVE, Jeanne"	"Liberal Party of Canada"	"Journalist"		1	3								""	""	""		""	"2"	"2"	"9"	"9"	"1"	"2"	"9"	"1"
811	"WESTMORLAND--KENT"	"New Brunswick"	"1966 - 1987"	31	"1979.05.22"	598	"2c59ff15-0f47-43c6-8c66-2693d08ea867"	"LEBLANC, Romeo"	"Liberal Party of Canada"	"Correspondent, journalist, lecturer, professor"		1	3								""	""	""		""	"2"	"9"	"1"	"1"	"1"	"2"	"2"	"1"
421	"MALPEQUE"	"Prince Edward Island"	"1966 - "	31	"1979.05.22"	636	"2f6c3c28-622b-4ecb-b11a-c805e7e69e89"	"GASS, Melbourne"	"Progressive Conservative Party"	"Businessman, refrigeration engineer"		0	1								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
671	"SAULT STE. MARIE"	"Ontario"	"1966 - 1987"	31	"1979.05.22"	656	"30d9d056-9c06-4681-82c3-4c033ed9fe9a"	"SYMES, Cyril"	"New Democratic Party"	"Teacher"		0	3								""	""	""		""	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"1"
235	"GASPE"	"Quebec"	"1867 - 1996"	31	"1979.05.22"	680	"3224057b-3ca6-47fc-84bb-7bde43885234"	"CYR, Alexandre"	"Liberal Party of Canada"	"Accountant, businessman, executive, public servant, secretary, secretary-treasurer"		1	5								""	""	""		""	"2"	"2"	"9"	"1"	"1"	"2"	"2"	"1"
1266	"ST. PAUL'S"	"Ontario"	"1966 - "	31	"1979.05.22"	682	"323ab143-f718-4a06-b5fe-85824f1ac30f"	"ATKEY, Ron"	"Progressive Conservative Party"	"Lawyer"		0	2		1						""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
170	"DAVENPORT"	"Ontario"	"1933 - "	31	"1979.05.22"	684	"328b9cb9-24ea-4602-abb8-ff33227c2f3f"	"CACCIA, Charles L."	"Liberal Party of Canada"	"Economist, educator, publisher"		0	4								""	"Italy"	""		""	"2"	"9"	"1"	"1"	"1"	"2"	"2"	"1"
814	"WETASKIWIN"	"Alberta"	"1924 - "	31	"1979.05.22"	693	"3303ba00-7497-4aa7-98c2-416104c8fc8e"	"SCHELLENBERGER, Stan"	"Progressive Conservative Party"	"Agrologist"		0	3			1					""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"
434	"MEGANTIC--COMPTON--STANSTEAD"	"Quebec"	"1978 - 1996"	31	"1979.05.22"	738	"35d3e4e0-b11f-4136-9534-1c7ae474b105"	"TESSIER, Claude"	"Liberal Party of Canada"	"Administrator, professor"		0	2								""	""	""		""	"2"	"2"	"9"	"1"	"1"	"2"	"9"	"1"
668	"SASKATOON WEST"	"Saskatchewan"	"1976 - 1987"	31	"1979.05.22"	743	"361aacdc-d558-4338-bab0-b4912b70dac5"	"HNATYSHYN, Ray"	"Progressive Conservative Party"	"Lawyer, lecturer, military, reservist"		0	2		1						""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"
634	"SAINT-HENRI--WESTMOUNT"	"Quebec"	"1978 - 1996"	31	"1979.05.22"	745	"363f81c5-9312-4ed1-b6cd-5d268d6d5a4f"	"JOHNSTON, Donald"	"Liberal Party of Canada"	"Lawyer, teacher, writer"		0	2								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"1"
121	"CARIBOO--CHILCOTIN"	"British Columbia"	"1976 - 2003"	31	"1979.05.22"	750	"36d8411f-8869-42af-85da-76146d7bc14c"	"GREENAWAY, Lorne"	"Progressive Conservative Party"	"Rancher, veterinarian"		0	1								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
719	"SWIFT CURRENT--MAPLE CREEK"	"Saskatchewan"	"1953 - 1987"	31	"1979.05.22"	795	"39f68867-1f9e-4a19-9894-90c682509566"	"HAMILTON, Frank"	"Progressive Conservative Party"	"Farmer"		0	3								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
569	"PRINCE EDWARD--HASTINGS"	"Ontario"	"1978 - "	31	"1979.05.22"	800	"3a444dfc-ebfe-4462-98e9-5143291d49c9"	"ELLIS, Jack"	"Progressive Conservative Party"	"Entrepreneur, manager"		0	3								""	""	""		""	"2"	"2"	"2"	"9"	"2"	"9"	"1"	"2"
857	"YORKTON--MELVILLE"	"Saskatchewan"	"1966 - "	31	"1979.05.22"	805	"3aa665bd-9be3-4142-bf3c-cb3fa717b0cb"	"NYSTROM, Lorne"	"New Democratic Party"	"Consultant, teacher"		0	4								""	""	""		""	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"1"
36	"BEAUCE"	"Quebec"	"1867 - "	31	"1979.05.22"	810	"3b0f1879-157d-483b-8b29-69b1d249276e"	"ROY, Fabien"	"Social Credit"	"Administrator"		1	1								""	""	""		""	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"9"
233	"GAMELIN"	"Quebec"	"1966 - 1987"	31	"1979.05.22"	839	"3d803f27-9b53-40ed-b0a1-c836c7b6b0b3"	"PORTELANCE, Arthur"	"Liberal Party of Canada"	"Businessman, sales representative"		1	4								""	""	""		""	"2"	"9"	"1"	"1"	"1"	"2"	"2"	"1"
205	"EGMONT"	"Prince Edward Island"	"1966 - "	31	"1979.05.22"	844	"3dca74f6-5eb5-4526-befa-b79d37632453"	"MACDONALD, David Samuel Horne"	"Progressive Conservative Party"	"Author, clergyperson"		0	5		1						""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
1119	"MOUNT ROYAL"	"Quebec"	"1966 - 1987"	31	"1979.05.22"	857	"3e66b4c9-6dae-4083-8d96-5d3f94979e94"	"TRUDEAU, Pierre-Elliott"	"Liberal Party of Canada"	"Lawyer, professor of law, writer"		1	5								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"1"
764	"VANCOUVER SOUTH"	"British Columbia"	"1914 - 1996"	31	"1979.05.22"	884	"402c56ca-0019-4905-903e-4ab16649e19b"	"FRASER, John A."	"Progressive Conservative Party"	"Barrister, barrister and solicitor, lawyer, military, military"		0	3		1						""	"Japan"	""		""	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"2"
59	"BOW RIVER"	"Alberta"	"1976 - 1987"	31	"1979.05.22"	925	"4354b438-9a7b-4fa7-ad25-e6847c4caf60"	"TAYLOR, Gordon"	"Progressive Conservative Party"	"Businessman, teacher"		0	1								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
