Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H13S1V001	H13S1V002	H13S1V003	H13S1V004	H13S1V005	H13S1V006	H13S1V007	H13S1V008	H13S1V009	H13S1V010	H13S1V011	H13S1V012	H13S1V013	H13S2V001	H13S2V002	H13S2V003	H13S2V004	H13S2V005	H13S2V006	H13S2V007	H13S2V008	H13S2V009	H13S2V010	H13S2V011	H13S2V012	H13S2V013	H13S2V014	H13S2V015	H13S2V016	H13S2V017	H13S2V018	H13S3V001	H13S3V002	H13S3V003	H13S3V004	H13S3V005	H13S3V006	H13S3V007	H13S3V008	H13S3V009	H13S3V010	H13S3V011	H13S3V012	H13S3V013	H13S3V014	H13S3V015	H13S4V001	H13S4V002	H13S4V003	H13S4V004	H13S4V005	H13S4V006	H13S4V007	H13S4V008	H13S4V009	H13S4V010	H13S4V011	H13S4V012	H13S4V013	H13S5V001	H13S5V002	H13S5V003	H13S5V004	H13S5V005	H13S5V006	H13S5V007	H13S5V008	H13S5V009	H13S5V010	H13S5V011	H13S5V012	H13S5V013	H13S5V014
423	"MAPLE CREEK"	"Saskatchewan"	"1914 - 1952"	13	"1917.12.17-1921.05.20"	2749	"c54c19e5-b5e1-42fe-a168-fef8156db826"	"MAHARG, John Archibald"	"Unionist"	"Farmer, rancher"	"Protestant"	0	1									""	"Resignation: 1921.05.20"		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"9"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"99"	"99"	"99"	"99"
173	"DIGBY AND ANNAPOLIS"	"Nova Scotia"	"1914 - 1924"	13	"1917.12.17"	2758	"c5d18304-9c3e-4951-b113-cae143f53847"	"DAVIDSON, Avard Longley"	"Unionist"	"Lawyer, solicitor"	"Protestant"	0	2									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"
601	"RENFREW SOUTH"	"Ontario"	"1867 - 1966"	13	"1917.12.17"	2764	"c6715481-8a5f-42bd-b262-57ccdaad49a0"	"PEDLOW, Isaac Ellis"	"Laurier Liberal"	"Merchant"	"Protestant"	0	1									"Ireland"	""		""	"1"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"9"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"1"	"1"	"1"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"9"	"9"	"2"	"9"	"9"	"9"
45	"BERTHIER"	"Quebec"	"1867 - 1924"	13	"1917.12.17"	2769	"c69cdaf8-e0f0-4832-80f2-b1790e333990"	"GERVAIS, Theodore"	"Laurier Liberal"	"Physician"	"Fr.Catholic"	1	1									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"9"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"9"
686	"SIMCOE NORTH"	"Ontario"	"1867 - "	13	"1917.12.17"	2771	"c6a7be07-ee5a-43aa-83c1-224904a145c3"	"CURRIE, John Alister"	"Unionist"	"Author, ironworker, journalist, manager"	"Protestant"	0	3									""	""		""	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"1"	"9"	"2"	"9"	"2"	"9"	"9"	"2"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"
123	"CARLETON"	"Ontario"	"1867 - 1966"	13	"1917.12.17"	2823	"ca2001cd-996c-493b-a3db-3b06db2f0d90"	"BOYCE, George"	"Unionist"	"Farmer"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
386	"LAVAL--TWO MOUNTAINS"	"Quebec"	"1914 - 1949"	13	"1917.12.17"	2826	"ca78d9ab-0426-4d6c-8218-0df24a170a42"	"ETHIER, Joseph-Arthur-Calixte"	"Laurier Liberal"	"Crown prosecutor, lawyer"	"Fr.Catholic"	1	6									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"2"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"9"	"1"	"9"	"1"	"9"	"1"	"9"	"9"
103	"CALGARY WEST"	"Alberta"	"1914 - 1952"	13	"1917.12.17"	2835	"cb18716e-09f4-44ec-b1b3-310df1cd367a"	"TWEEDIE, Thomas Mitchell"	"Unionist"	"Judge, lawyer"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"2"	"9"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
303	"HURON NORTH"	"Ontario"	"1914 - 1952"	13	"1917.12.17"	2850	"cc375df4-8453-48e3-9f3f-22fd17bd406d"	"BOWMAN, James"	"Unionist"	"Farmer"	"Protestant"	0	2									""	""		""	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"9"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"9"	"9"	"2"	"9"	"9"	"2"	"9"	"9"	"2"	"2"
207	"ELGIN EAST"	"Ontario"	"1867 - 1924"	13	"1917.12.17-1920.02.14"	2852	"cc5e1e8a-6e0c-4aca-8cda-ee213c7a6d26"	"MARSHALL, David"	"Unionist"	"Businessman"	"Protestant"	0	4									""	"Died in office: 1920.02.14"		""	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
658	"SALTCOATS"	"Saskatchewan"	"1907 - 1924"	13	"1917.12.17"	2863	"cd4bd043-2fae-4ee3-9b90-63677506a57a"	"MACNUTT, Thomas"	"Unionist (Liberal)"	"Farmer"	"Protestant"	0	3									""	""		""	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"2"	"9"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"1"	"2"	"2"	"2"	"1"
791	"WATERLOO SOUTH"	"Ontario"	"1867 - 1966"	13	"1917.12.17"	2879	"ce1278ff-93bc-43f1-8b9a-c836d45d3b23"	"SCOTT, Frank Stewart"	"Unionist"	"Industrialist"	"Protestant"	0	2									""	""		""	"2"	"9"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"1"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"1"	"9"	"2"
396	"LEVIS"	"Quebec"	"1867 - 1998"	13	"1917.12.17"	2884	"cec4f855-0c8b-4e07-a8af-9ffb781191d5"	"BOUTIN-BOURASSA, Joseph"	"Laurier Liberal"	"Notary"	"Fr.Catholic"	1	2									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"9"	"9"	"1"	"2"	"9"	"1"	"2"	"9"	"9"	"1"	"1"	"9"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"9"
559	"PORTAGE LA PRAIRIE"	"Manitoba"	"1903 - 1947"	13	"1917.12.17"	2897	"d02a7b53-dad0-4944-82b0-aed9054a7bc2"	"MEIGHEN, Hon. Arthur"	"Unionist"	"Lawyer"	"Protestant"	0	3		1							""	""		""	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"9"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"2"	"1"	"9"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
443	"MIDDLESEX WEST"	"Ontario"	"1867 - 1966"	13	"1917.12.17"	2902	"d048726f-34a2-4e13-bdf4-dfb1f028309d"	"ROSS, Duncan Campbell"	"Laurier Liberal"	"Lawyer"	"Protestant"	0	3									""	""		""	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"1"	"9"	"1"	"2"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"9"	"9"	"1"	"9"	"9"	"9"	"2"	"2"	"1"	"9"
563	"PRESCOTT"	"Ontario"	"1867 - 1952"	13	"1917.12.17"	2905	"d0ceec5f-f083-4ad4-8139-eadbb88a7dcf"	"PROULX, Edmond"	"Laurier Liberal"	"Lawyer"	"Fr.Catholic"	1	4									""	""		""	"1"	"1"	"2"	"1"	"1"	"9"	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"1"	"1"	"2"	"9"	"9"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"9"	"9"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"1"
61	"BRANDON"	"Manitoba"	"1892 - 1952"	13	"1917.12.17"	2934	"d33afadb-4860-458f-b9e7-ead5d535bc25"	"WHIDDEN, Howard Primrose"	"Unionist"	"Clergyperson, editor, lecturer, professor"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"1"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"9"	"2"	"9"	"9"	"1"	"2"	"9"
639	"ST. JAMES"	"Quebec"	"1892 - 1947"	13	"1920.04.07"	2963	"d5513859-e07e-4492-ae07-70bda3037018"	"RINFRET, Fernand"	"Liberal Party of Canada"	"Author, editor, journalist, professor"	"Fr.Catholic"	1	1									""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"9"	"9"	"1"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"9"
215	"ESSEX NORTH"	"Ontario"	"1882 - 1924"	13	"1917.12.17"	2971	"d5a0d3d3-6b4e-4fdb-a972-94df91380910"	"KENNEDY, William Costello"	"Laurier Liberal"	"Business executive"	"Catholic"	0	1									""	""		""	"1"	"2"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"9"	"1"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"1"
551	"PONTIAC"	"Quebec"	"1867 - 1947"	13	"1917.12.17"	2977	"d5ebc186-4009-4db8-86b0-4782e041793e"	"CAHILL, Frank \"S.\""	"Laurier Liberal"	"Broker, clerk, real estate broker"	"Catholic"	0	1									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"1"
831	"WRIGHT"	"Quebec"	"1892 - 1947"	13	"1917.12.17-1921.08.30"	2978	"d5f57ebd-8d4c-4446-8069-990c372443b3"	"DEVLIN, Emmanuel Berchmans"	"Laurier Liberal"	"Lawyer"	"Fr.Catholic"	1	4									""	"Died in office: 1921.08.30"		""	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"9"	"1"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"
793	"WELLAND"	"Ontario"	"1867 - 1987"	13	"1917.12.17"	2981	"d6271ffe-cf98-4d72-bc18-250a9d7c4813"	"FRASER, Evan Eugene"	"Unionist"	"Contractor"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"9"	"9"	"2"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"1"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"2"
721	"TEMISCOUATA"	"Quebec"	"1867 - 1959"	13	"1917.12.17"	2988	"d68f3149-1746-4cee-8c31-9202fd5201eb"	"GAUVREAU, Charles-Arthur"	"Laurier Liberal"	"Author, notary"	"Fr.Catholic"	1	6									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"1"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"
425	"MASKINONGE"	"Quebec"	"1867 - 1924"	13	"1917.12.17"	2994	"d7158e1a-e713-48f0-9cf9-4d92b6729107"	"MAYRAND, Hormisdas"	"Laurier Liberal"	"Farmer"	"Fr.Catholic"	1	4									""	""		""	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"1"	"1"	"1"	"9"	"1"	"2"	"1"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"
228	"FRONTENAC"	"Ontario"	"1867 - 1924"	13	"1917.12.17"	3022	"d8e64909-c88d-4e3e-abfe-a46943452386"	"EDWARDS, John Wesley"	"Unionist"	"Physician, teacher"	"Protestant"	0	3		1							""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"9"	"9"	"2"	"9"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"
252	"GREY NORTH"	"Ontario"	"1867 - 1966"	13	"1917.12.17"	3029	"d970d184-d56d-4589-860d-306da0296ebf"	"MIDDLEBRO, William Sora"	"Unionist"	"Lawyer"	"Protestant"	0	3									""	""		""	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"9"	"1"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"9"	"9"	"9"
17	"ANTIGONISH--GUYSBOROUGH"	"Nova Scotia"	"1914 - 1966"	13	"1917.12.17"	3033	"d98b30ab-759a-4b5e-b3ba-420ce11b08d2"	"SINCLAIR, John Howard"	"Laurier Liberal"	"Editor, lawyer"	"Protestant"	0	5									""	""		""	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"1"
216	"ESSEX SOUTH"	"Ontario"	"1882 - 1966"	13	"1917.12.17"	3034	"d9d79a0d-93d8-4fb2-953f-df2e0ffb0539"	"BRIEN, John Wesley"	"Unionist"	"Physician"	"Protestant"	0	1									""	""		""	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"2"	"1"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"
498	"NORTHUMBERLAND"	"Ontario"	"1914 - 1966"	13	"1917.12.17"	3044	"daae9e45-71a3-4484-9add-0e7557e2e289"	"MUNSON, Charles Arthur"	"Unionist"	""	"Protestant"	0	2									""	""		""	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"
11	"ALGOMA WEST"	"Ontario"	"1903 - 1966"	13	"1917.12.17"	3065	"dc5215fb-d1ed-4304-98be-1b83f9dd1813"	"SIMPSON, Thomas Edward"	"Unionist"	"Merchant"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
737	"TORONTO EAST"	"Ontario"	"1867 - 1933"	13	"1917.12.17"	3080	"dd99b0fc-3398-4c78-a44a-c8ff6a7e9f2e"	"KEMP, Hon. Sir Albert Edward"	"Unionist"	"Businessman"	"Protestant"	0	4		1							""	""		""	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"
