Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H13S1V001	H13S1V002	H13S1V003	H13S1V004	H13S1V005	H13S1V006	H13S1V007	H13S1V008	H13S1V009	H13S1V010	H13S1V011	H13S1V012	H13S1V013	H13S2V001	H13S2V002	H13S2V003	H13S2V004	H13S2V005	H13S2V006	H13S2V007	H13S2V008	H13S2V009	H13S2V010	H13S2V011	H13S2V012	H13S2V013	H13S2V014	H13S2V015	H13S2V016	H13S2V017	H13S2V018	H13S3V001	H13S3V002	H13S3V003	H13S3V004	H13S3V005	H13S3V006	H13S3V007	H13S3V008	H13S3V009	H13S3V010	H13S3V011	H13S3V012	H13S3V013	H13S3V014	H13S3V015	H13S4V001	H13S4V002	H13S4V003	H13S4V004	H13S4V005	H13S4V006	H13S4V007	H13S4V008	H13S4V009	H13S4V010	H13S4V011	H13S4V012	H13S4V013	H13S5V001	H13S5V002	H13S5V003	H13S5V004	H13S5V005	H13S5V006	H13S5V007	H13S5V008	H13S5V009	H13S5V010	H13S5V011	H13S5V012	H13S5V013	H13S5V014
495	"NORTH BATTLEFORD"	"Saskatchewan"	"1914 - 1924"	13	"1917.12.17"	1893	"8810949f-06c2-4eec-8ec3-fa64c3f2d7b3"	"LONG, Charles Edwin"	"Unionist (Liberal)"	"Farmer"	"Protestant"	0	1									"United States"	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"1"	"2"	"2"	"9"	"2"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"9"	"2"	"2"
51	"BONAVENTURE"	"Quebec"	"1867 - 1971"	13	"1917.12.17"	1896	"8844037f-c912-404d-a505-6bf56321dd9a"	"MARCIL, Hon. Charles"	"Laurier Liberal"	"Journalist"	"Fr.Catholic"	1	5									""	""		""	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"
809	"WESTMINSTER DISTRICT"	"British Columbia"	"1914 - 1919"	13	"1917.12.17"	1907	"8905e3c1-be71-4f8c-a314-1eee0a306beb"	"STACEY, Frank Bainard"	"Unionist"	"Fruit grower, minister"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"9"
679	"SHELBURNE AND QUEEN'S"	"Nova Scotia"	"1892 - 1924"	13	"1917.12.17"	1908	"89103d9d-627c-4f56-8113-57b0d3865982"	"FIELDING, Hon. William Stevens"	"Unionist (Liberal)"	"Correspondent, editor, journalist"	"Protestant"	0	5									""	""		""	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"9"	"1"	"1"	"9"	"1"	"2"	"1"	"9"	"1"	"2"	"9"	"2"	"1"	"9"	"1"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"2"	"1"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"9"	"9"	"1"	"1"	"9"	"1"	"2"	"9"	"1"	"9"
533	"PARKDALE"	"Ontario"	"1914 - 1976"	13	"1917.12.17"	1948	"8beb75cf-9af3-455c-91c8-92afd3a5f7b6"	"MOWAT, Herbert Macdonald"	"Unionist (Liberal)"	"Lawyer"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"
625	"ROYAL"	"New Brunswick"	"1914 - 1966"	13	"1917.12.17"	1977	"8dfefd55-ad19-4012-a2c9-b6c83a73227a"	"MCLEAN, Hugh Havelock"	"Unionist (Liberal)"	"Lawyer"	"Protestant"	0	3									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"9"
689	"SKEENA"	"British Columbia"	"1914 - 2003"	13	"1917.12.17"	1978	"8e004fc8-0693-4276-87ab-953e5726e9c2"	"PECK, Cyrus Wesley"	"Unionist"	"Agent, broker, canner"	"Protestant"	0	1									""	""		""	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"9"
550	"PICTOU"	"Nova Scotia"	"1867 - 1966"	13	"1917.12.17"	1999	"8fa12c41-1cfa-4a0e-884e-8637aa31b82b"	"MCGREGOR, Alexander"	"Unionist"	"Lumber merchant"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"9"	"2"	"1"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"2"	"2"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"
848	"YORK WEST"	"Ontario"	"1914 - "	13	"1917.12.17-1921.02.20"	2010	"9049e5c2-b599-425a-bd36-065671fe70e8"	"WALLACE, Thomas George"	"Unionist"	"Merchant, miller"	"Protestant"	0	3									""	"Died in office: 1921.02.20"		""	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
687	"SIMCOE SOUTH"	"Ontario"	"1867 - 1924"	13	"1917.12.17"	2030	"91930a35-bc92-459a-b10f-a32cc5d218fe"	"BOYS, William Alves"	"Unionist"	"Barrister"	"Protestant"	0	2									""	""		""	"2"	"2"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"1"	"9"	"2"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"
260	"HALDIMAND"	"Ontario"	"1903 - 1952"	13	"1917.12.17"	2058	"93d83706-34fe-496c-8008-8da34d423458"	"LALOR, Francis Ramsey"	"Unionist"	"Manufacturer, merchant"	"Protestant"	0	4									""	""		""	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"9"	"9"
348	"KOOTENAY WEST"	"British Columbia"	"1914 - 1987"	13	"1917.12.17"	2060	"93ee7742-7392-4af4-8f6f-57873f62985f"	"GREEN, Robert Francis"	"Unionist"	"Businessman"	"Protestant"	0	2									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"9"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"2"	"9"	"2"	"2"
697	"SPRINGFIELD"	"Manitoba"	"1914 - 1966"	13	"1917.12.17"	2068	"94a18b9e-04e7-4862-8162-3d03feae2d0d"	"RICHARDSON, Robert Lorne"	"Unionist (Liberal)"	"Author, editor, publisher"	"Protestant"	0	3									""	"Died between the dissolution of the Parliament and election day: 1921.11.06"		""	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
119	"CARIBOO"	"British Columbia"	"1914 - 1966"	13	"1917.12.17"	2079	"9532754b-ebe0-465a-b549-6a7b92c88bed"	"FULTON, Frederick John"	"Unionist"	"Lawyer"	"Protestant"	0	1									"England"	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"9"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"
858	"YUKON"	"Yukon"	"1902 - 1947"	13	"1917.12.17"	2114	"9796aa93-03f8-4d49-ac6a-f2eab36fbe1c"	"THOMPSON, Alfred"	"Unionist"	"Physician"	"Protestant"	0	3									""	""		""	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"1"	"9"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"9"	"9"	"1"	"9"	"1"	"2"	"2"	"9"	"1"	"9"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"
544	"PERTH NORTH"	"Ontario"	"1867 - 1933"	13	"1917.12.17"	2131	"99359485-a884-4818-b289-348ffbe33fb1"	"MORPHY, Hugh Boulton"	"Unionist"	"Barrister"	"Protestant"	0	2									""	""		""	"2"	"2"	"1"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"1"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"9"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"
446	"MISSISQUOI"	"Quebec"	"1867 - 1924"	13	"1917.12.17"	2132	"99366acd-f4fd-4963-9ed0-49799ff7500e"	"KAY, William Frederic"	"Laurier Liberal"	"Farmer"	"Protestant"	0	2									""	""		""	"1"	"9"	"2"	"1"	"1"	"9"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"9"	"1"	"2"	"9"	"1"	"2"	"2"	"1"	"1"	"9"	"1"	"9"	"1"	"2"	"1"	"9"	"1"	"9"	"1"	"1"	"1"	"9"	"1"	"9"	"2"	"9"	"9"	"9"	"1"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"9"	"9"	"9"
691	"SOURIS"	"Manitoba"	"1903 - 1952"	13	"1917.12.17"	2137	"9976df5a-4601-45d6-9455-6b92af2f8ae0"	"FINLEY, Albert Ernest"	"Unionist"	"Physician"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"9"	"9"	"1"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"
594	"REGINA"	"Saskatchewan"	"1907 - 1933"	13	"1917.12.17"	2140	"999b4498-298c-4f93-b71d-638f9ced9483"	"COWAN, Walter Davy"	"Unionist"	"Dentist"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"9"	"2"	"1"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"
94	"BURRARD"	"British Columbia"	"1914 - 1924"	13	"1917.12.17"	2142	"99c3a324-4f9d-4009-bc64-a28c02253325"	"CROWE, Sanford Johnston"	"Unionist (Liberal)"	"Contractor"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"2"	"2"	"9"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
37	"BEAUHARNOIS"	"Quebec"	"1867 - 1933"	13	"1917.12.17"	2163	"9b2ea652-cd61-4b53-bea3-192a790cd611"	"PAPINEAU, Louis-Joseph"	"Laurier Liberal"	"Lawyer"	"Fr.Catholic"	1	3									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"1"	"2"	"1"	"1"	"1"	"9"	"2"	"1"	"1"	"9"
363	"LAMBTON EAST"	"Ontario"	"1882 - 1933"	13	"1917.12.17"	2169	"9b9087eb-6add-462b-bc28-48898b45eb69"	"ARMSTRONG, Joseph Emanuel"	"Unionist"	"Farmer, manufacturer, oilman"	"Protestant"	0	5									""	""		""	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"9"	"2"	"2"	"9"
718	"SWIFT CURRENT"	"Saskatchewan"	"1914 - 1953"	13	"1917.12.17"	2215	"9f079d5d-9313-484d-810c-1499bb1f12b0"	"ARGUE, Ira Eugene"	"Unionist"	"Businessman, farmer"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
431	"MEDICINE HAT"	"Alberta"	"1907 - "	13	"1921.06.27"	2230	"9fe39079-b761-44a0-b593-a189fdacac26"	"GARDINER, Robert"	"Progressive"	"Farmer"	"Protestant"	0	1									"Scotland"	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
388	"LEEDS"	"Ontario"	"1903 - 1976"	13	"1917.12.17-1921.04.06"	2244	"a10e65bf-4275-4011-8604-14dde37cf065"	"WHITE, Hon. Sir William Tho"	"Unionist"	"Financier, lawyer"	"Protestant"	0	2		1							""	"Resignation. Over matters of a professional and private nature: 1921.04.06"		""	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
574	"PROVENCHER"	"Manitoba"	"1871 - "	13	"1917.12.17"	2272	"a33ce87d-0860-4816-885e-070b32a2126e"	"MALLOY, John Patrick"	"Laurier Liberal"	"Farmer, veterinary surgeon"	"Protestant"	0	3									""	""		""	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"2"	"1"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"1"	"2"	"1"	"1"	"9"	"1"	"2"	"9"	"2"	"1"
187	"DURHAM"	"Ontario"	"1903 - 1966"	13	"1917.12.17-1921.05.31"	2285	"a43fcba7-73d8-48ff-b457-5740c40cecab"	"ROWELL, Hon. Newton Wesley"	"Unionist (Liberal)"	"Lawyer"	"Protestant"	0	1		1							""	"Resignation: 1921.05.31"		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"99"	"99"
400	"LISGAR"	"Manitoba"	"1871 - 1987"	13	"1917.12.17"	2287	"a449633f-8236-494a-a323-35bce46890de"	"BOLTON, Ferris"	"Unionist"	"Farmer"	"Protestant"	0	1									""	""		""	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"9"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"9"	"9"	"2"
585	"QUEBEC SOUTH"	"Quebec"	"1914 - 1966"	13	"1917.12.17"	2293	"a47e2fa3-277a-47c3-8868-2fc0fdddd05a"	"POWER, Charles Gavan"	"Laurier Liberal"	"Lawyer"	"Catholic"	0	1									""	""		""	"1"	"1"	"2"	"1"	"1"	"9"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"9"	"1"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"
781	"VICTORIA CITY"	"British Columbia"	"1903 - 1924"	13	"1917.12.17-1919.08.01 and 1919.10.27"	2295	"a4a7d1fa-870b-4590-a260-7e2f460d6e83"	"TOLMIE, Hon. Simon Fraser"	"Unionist"	"Farmer, public servant, rancher, veterinary surgeon"	"Protestant"	0	1		1							""	"Resignation. Appointed Minister of Agriculture: 1919.08.01"		""	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"9"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"
582	"QUEBEC WEST"	"Quebec"	"1867 - 1933"	13	"1917.12.17"	2320	"a616913c-8355-462b-913e-e3acbfdb8a99"	"PARENT, George"	"Laurier Liberal"	"Lawyer"	"Fr.Catholic"	1	3									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"9"	"1"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"9"	"1"	"9"	"9"	"1"	"1"
