session,party,category,scope,variant,divisions,with_dissent,dissent_rate
39-1,Liberal,government_motion,documented_free_excluded,all,7,6,85.714286
39-1,Liberal,government_motion,documented_free_excluded,contested,7,6,85.714286
39-1,Liberal,government_motion,uncertain_excluded,all,7,6,85.714286
39-1,Liberal,government_motion,uncertain_excluded,contested,7,6,85.714286
39-1,Liberal,government_motion,unknown_bill_as_government,all,7,6,85.714286
39-1,Liberal,government_motion,unknown_bill_as_government,contested,7,6,85.714286
39-1,Liberal,opposition_motion,category_only,all,33,2,6.060606
39-1,Liberal,opposition_motion,category_only,contested,31,2,6.451613
39-1,Liberal,opposition_motion,documented_free_excluded,all,33,2,6.060606
39-1,Liberal,opposition_motion,documented_free_excluded,contested,31,2,6.451613
39-1,Liberal,opposition_motion,uncertain_excluded,all,33,2,6.060606
39-1,Liberal,opposition_motion,uncertain_excluded,contested,31,2,6.451613
39-1,Liberal,opposition_motion,unknown_bill_as_government,all,33,2,6.060606
39-1,Liberal,opposition_motion,unknown_bill_as_government,contested,31,2,6.451613
39-1,Liberal,private_members_business,category_only,all,63,14,22.222222
39-1,Liberal,private_members_business,category_only,contested,56,13,23.214286
39-1,Liberal,private_members_business,documented_free_excluded,all,63,14,22.222222
39-1,Liberal,private_members_business,documented_free_excluded,contested,56,13,23.214286
39-1,Liberal,private_members_business,uncertain_excluded,all,63,14,22.222222
39-1,Liberal,private_members_business,uncertain_excluded,contested,56,13,23.214286
39-1,Liberal,private_members_business,unknown_bill_as_government,all,63,14,22.222222
39-1,Liberal,private_members_business,unknown_bill_as_government,contested,56,13,23.214286
39-1,Liberal,procedural,category_only,all,6,0,0.0
39-1,Liberal,procedural,category_only,contested,6,0,0.0
39-1,Liberal,procedural,documented_free_excluded,all,6,0,0.0
39-1,Liberal,procedural,documented_free_excluded,contested,6,0,0.0
39-1,Liberal,procedural,uncertain_excluded,all,6,0,0.0
39-1,Liberal,procedural,uncertain_excluded,contested,6,0,0.0
39-1,Liberal,procedural,unknown_bill_as_government,all,6,0,0.0
39-1,Liberal,procedural,unknown_bill_as_government,contested,6,0,0.0
39-1,Liberal,supply,category_only,all,11,1,9.090909
39-1,Liberal,supply,category_only,contested,10,1,10.0
39-1,Liberal,supply,documented_free_excluded,all,11,1,9.090909
39-1,Liberal,supply,documented_free_excluded,contested,10,1,10.0
39-1,Liberal,supply,uncertain_excluded,all,11,1,9.090909
39-1,Liberal,supply,uncertain_excluded,contested,10,1,10.0
39-1,Liberal,supply,unknown_bill_as_government,all,11,1,9.090909
39-1,Liberal,supply,unknown_bill_as_government,contested,10,1,10.0
39-1,NDP,appointment,category_only,all,1,0,0.0
39-1,NDP,appointment,category_only,contested,1,0,0.0
39-1,NDP,appointment,documented_free_excluded,all,1,0,0.0
39-1,NDP,appointment,documented_free_excluded,contested,1,0,0.0
39-1,NDP,appointment,uncertain_excluded,all,1,0,0.0
39-1,NDP,appointment,uncertain_excluded,contested,1,0,0.0
39-1,NDP,appointment,unknown_bill_as_government,all,1,0,0.0
39-1,NDP,appointment,unknown_bill_as_government,contested,1,0,0.0
39-1,NDP,committee_report,category_only,all,24,0,0.0
39-1,NDP,committee_report,category_only,contested,20,0,0.0
39-1,NDP,committee_report,documented_free_excluded,all,24,0,0.0
39-1,NDP,committee_report,documented_free_excluded,contested,20,0,0.0
39-1,NDP,committee_report,uncertain_excluded,all,24,0,0.0
39-1,NDP,committee_report,uncertain_excluded,contested,20,0,0.0
39-1,NDP,committee_report,unknown_bill_as_government,all,24,0,0.0
39-1,NDP,committee_report,unknown_bill_as_government,contested,20,0,0.0
39-1,NDP,government_bill,category_only,all,73,0,0.0
39-1,NDP,government_bill,category_only,contested,71,0,0.0
39-1,NDP,government_bill,documented_free_excluded,all,73,0,0.0
39-1,NDP,government_bill,documented_free_excluded,contested,71,0,0.0
39-1,NDP,government_bill,uncertain_excluded,all,73,0,0.0
39-1,NDP,government_bill,uncertain_excluded,contested,71,0,0.0
39-1,NDP,government_bill,unknown_bill_as_government,all,73,0,0.0
39-1,NDP,government_bill,unknown_bill_as_government,contested,71,0,0.0
39-1,NDP,government_motion,category_only,all,7,0,0.0
39-1,NDP,government_motion,category_only,contested,7,0,0.0
39-1,NDP,government_motion,documented_free_excluded,all,7,0,0.0
39-1,NDP,government_motion,documented_free_excluded,contested,7,0,0.0
39-1,NDP,government_motion,uncertain_excluded,all,7,0,0.0
39-1,NDP,government_motion,uncertain_excluded,contested,7,0,0.0
39-1,NDP,government_motion,unknown_bill_as_government,all,7,0,0.0
39-1,NDP,government_motion,unknown_bill_as_government,contested,7,0,0.0
39-1,NDP,opposition_motion,category_only,all,33,0,0.0
39-1,NDP,opposition_motion,category_only,contested,31,0,0.0
39-1,NDP,opposition_motion,documented_free_excluded,all,33,0,0.0
39-1,NDP,opposition_motion,documented_free_excluded,contested,31,0,0.0
39-1,NDP,opposition_motion,uncertain_excluded,all,33,0,0.0
39-1,NDP,opposition_motion,uncertain_excluded,contested,31,0,0.0
39-1,NDP,opposition_motion,unknown_bill_as_government,all,33,0,0.0
39-1,NDP,opposition_motion,unknown_bill_as_government,contested,31,0,0.0
39-1,NDP,private_members_business,category_only,all,63,4,6.349206
39-1,NDP,private_members_business,category_only,contested,56,4,7.142857
39-1,NDP,private_members_business,documented_free_excluded,all,63,4,6.349206
39-1,NDP,private_members_business,documented_free_excluded,contested,56,4,7.142857
39-1,NDP,private_members_business,uncertain_excluded,all,63,4,6.349206
39-1,NDP,private_members_business,uncertain_excluded,contested,56,4,7.142857
39-1,NDP,private_members_business,unknown_bill_as_government,all,63,4,6.349206
39-1,NDP,private_members_business,unknown_bill_as_government,contested,56,4,7.142857
39-1,NDP,procedural,category_only,all,6,0,0.0
39-1,NDP,procedural,category_only,contested,6,0,0.0
39-1,NDP,procedural,documented_free_excluded,all,6,0,0.0
39-1,NDP,procedural,documented_free_excluded,contested,6,0,0.0
39-1,NDP,procedural,uncertain_excluded,all,6,0,0.0
39-1,NDP,procedural,uncertain_excluded,contested,6,0,0.0
39-1,NDP,procedural,unknown_bill_as_government,all,6,0,0.0
39-1,NDP,procedural,unknown_bill_as_government,contested,6,0,0.0
39-1,NDP,supply,category_only,all,11,2,18.181818
39-1,NDP,supply,category_only,contested,10,1,10.0
39-1,NDP,supply,documented_free_excluded,all,11,2,18.181818
39-1,NDP,supply,documented_free_excluded,contested,10,1,10.0
39-1,NDP,supply,uncertain_excluded,all,11,2,18.181818
39-1,NDP,supply,uncertain_excluded,contested,10,1,10.0
39-1,NDP,supply,unknown_bill_as_government,all,11,2,18.181818
39-1,NDP,supply,unknown_bill_as_government,contested,10,1,10.0
39-2,Bloc Québécois,committee_report,category_only,all,11,0,0.0
39-2,Bloc Québécois,committee_report,category_only,contested,6,0,0.0
39-2,Bloc Québécois,committee_report,documented_free_excluded,all,11,0,0.0
39-2,Bloc Québécois,committee_report,documented_free_excluded,contested,6,0,0.0
39-2,Bloc Québécois,committee_report,uncertain_excluded,all,11,0,0.0
39-2,Bloc Québécois,committee_report,uncertain_excluded,contested,6,0,0.0
39-2,Bloc Québécois,committee_report,unknown_bill_as_government,all,11,0,0.0
39-2,Bloc Québécois,committee_report,unknown_bill_as_government,contested,6,0,0.0
39-2,Bloc Québécois,government_bill,category_only,all,42,0,0.0
39-2,Bloc Québécois,government_bill,category_only,contested,40,0,0.0
39-2,Bloc Québécois,government_bill,documented_free_excluded,all,42,0,0.0
39-2,Bloc Québécois,government_bill,documented_free_excluded,contested,40,0,0.0
39-2,Bloc Québécois,government_bill,uncertain_excluded,all,42,0,0.0
39-2,Bloc Québécois,government_bill,uncertain_excluded,contested,40,0,0.0
39-2,Bloc Québécois,government_bill,unknown_bill_as_government,all,42,0,0.0
39-2,Bloc Québécois,government_bill,unknown_bill_as_government,contested,40,0,0.0
39-2,Bloc Québécois,government_motion,category_only,all,4,0,0.0
39-2,Bloc Québécois,government_motion,category_only,contested,4,0,0.0
39-2,Bloc Québécois,government_motion,documented_free_excluded,all,4,0,0.0
39-2,Bloc Québécois,government_motion,documented_free_excluded,contested,4,0,0.0
39-2,Bloc Québécois,government_motion,uncertain_excluded,all,4,0,0.0
39-2,Bloc Québécois,government_motion,uncertain_excluded,contested,4,0,0.0
39-2,Bloc Québécois,government_motion,unknown_bill_as_government,all,4,0,0.0
39-2,Bloc Québécois,government_motion,unknown_bill_as_government,contested,4,0,0.0
39-2,Bloc Québécois,opposition_motion,category_only,all,16,0,0.0
39-2,Bloc Québécois,opposition_motion,category_only,contested,14,0,0.0
39-2,Bloc Québécois,opposition_motion,documented_free_excluded,all,16,0,0.0
39-2,Bloc Québécois,opposition_motion,documented_free_excluded,contested,14,0,0.0
39-2,Bloc Québécois,opposition_motion,uncertain_excluded,all,16,0,0.0
39-2,Bloc Québécois,opposition_motion,uncertain_excluded,contested,14,0,0.0
39-2,Bloc Québécois,opposition_motion,unknown_bill_as_government,all,16,0,0.0
39-2,Bloc Québécois,opposition_motion,unknown_bill_as_government,contested,14,0,0.0
39-2,Bloc Québécois,private_members_business,category_only,all,48,4,8.333333
39-2,Bloc Québécois,private_members_business,category_only,contested,43,4,9.302326
39-2,Bloc Québécois,private_members_business,documented_free_excluded,all,48,4,8.333333
39-2,Bloc Québécois,private_members_business,documented_free_excluded,contested,43,4,9.302326
39-2,Bloc Québécois,private_members_business,uncertain_excluded,all,48,4,8.333333
39-2,Bloc Québécois,private_members_business,uncertain_excluded,contested,43,4,9.302326
39-2,Bloc Québécois,private_members_business,unknown_bill_as_government,all,48,4,8.333333
39-2,Bloc Québécois,private_members_business,unknown_bill_as_government,contested,43,4,9.302326
39-2,Bloc Québécois,procedural,category_only,all,12,0,0.0
39-2,Bloc Québécois,procedural,category_only,contested,11,0,0.0
39-2,Bloc Québécois,procedural,documented_free_excluded,all,12,0,0.0
39-2,Bloc Québécois,procedural,documented_free_excluded,contested,11,0,0.0
39-2,Bloc Québécois,procedural,uncertain_excluded,all,12,0,0.0
39-2,Bloc Québécois,procedural,uncertain_excluded,contested,11,0,0.0
39-2,Bloc Québécois,procedural,unknown_bill_as_government,all,12,0,0.0
39-2,Bloc Québécois,procedural,unknown_bill_as_government,contested,11,0,0.0
39-2,Bloc Québécois,supply,category_only,all,25,0,0.0
39-2,Bloc Québécois,supply,category_only,contested,24,0,0.0
39-2,Bloc Québécois,supply,documented_free_excluded,all,25,0,0.0
39-2,Bloc Québécois,supply,documented_free_excluded,contested,24,0,0.0
39-2,Bloc Québécois,supply,uncertain_excluded,all,25,0,0.0
39-2,Bloc Québécois,supply,uncertain_excluded,contested,24,0,0.0
39-2,Bloc Québécois,supply,unknown_bill_as_government,all,25,0,0.0
39-2,Bloc Québécois,supply,unknown_bill_as_government,contested,24,0,0.0
39-2,Bloc Québécois,throne_speech,category_only,all,3,0,0.0
39-2,Bloc Québécois,throne_speech,category_only,contested,3,0,0.0
39-2,Bloc Québécois,throne_speech,documented_free_excluded,all,3,0,0.0
39-2,Bloc Québécois,throne_speech,documented_free_excluded,contested,3,0,0.0
39-2,Bloc Québécois,throne_speech,uncertain_excluded,all,3,0,0.0
39-2,Bloc Québécois,throne_speech,uncertain_excluded,contested,3,0,0.0
39-2,Bloc Québécois,throne_speech,unknown_bill_as_government,all,3,0,0.0
39-2,Bloc Québécois,throne_speech,unknown_bill_as_government,contested,3,0,0.0
39-2,Conservative,committee_report,category_only,all,11,0,0.0
39-2,Conservative,committee_report,category_only,contested,6,0,0.0
39-2,Conservative,committee_report,documented_free_excluded,all,11,0,0.0
39-2,Conservative,committee_report,documented_free_excluded,contested,6,0,0.0
39-2,Conservative,committee_report,uncertain_excluded,all,11,0,0.0
39-2,Conservative,committee_report,uncertain_excluded,contested,6,0,0.0
39-2,Conservative,committee_report,unknown_bill_as_government,all,11,0,0.0
39-2,Conservative,committee_report,unknown_bill_as_government,contested,6,0,0.0
39-2,Conservative,government_bill,category_only,all,42,1,2.380952
39-2,Conservative,government_bill,category_only,contested,40,0,0.0
39-2,Conservative,government_bill,documented_free_excluded,all,42,1,2.380952
39-2,Conservative,government_bill,documented_free_excluded,contested,40,0,0.0
39-2,Conservative,government_bill,uncertain_excluded,all,42,1,2.380952
39-2,Conservative,government_bill,uncertain_excluded,contested,40,0,0.0
39-2,Conservative,government_bill,unknown_bill_as_government,all,42,1,2.380952
39-2,Conservative,government_bill,unknown_bill_as_government,contested,40,0,0.0
39-2,Conservative,government_motion,category_only,all,4,0,0.0
39-2,Conservative,government_motion,category_only,contested,4,0,0.0
39-2,Conservative,government_motion,documented_free_excluded,all,4,0,0.0
39-2,Conservative,government_motion,documented_free_excluded,contested,4,0,0.0
39-2,Conservative,government_motion,uncertain_excluded,all,4,0,0.0
39-2,Conservative,government_motion,uncertain_excluded,contested,4,0,0.0
39-2,Conservative,government_motion,unknown_bill_as_government,all,4,0,0.0
39-2,Conservative,government_motion,unknown_bill_as_government,contested,4,0,0.0
39-2,Conservative,opposition_motion,category_only,all,16,1,6.25
39-2,Conservative,opposition_motion,category_only,contested,14,1,7.142857
39-2,Conservative,opposition_motion,documented_free_excluded,all,16,1,6.25
39-2,Conservative,opposition_motion,documented_free_excluded,contested,14,1,7.142857
39-2,Conservative,opposition_motion,uncertain_excluded,all,16,1,6.25
39-2,Conservative,opposition_motion,uncertain_excluded,contested,14,1,7.142857
39-2,Conservative,opposition_motion,unknown_bill_as_government,all,16,1,6.25
39-2,Conservative,opposition_motion,unknown_bill_as_government,contested,14,1,7.142857
39-2,Conservative,private_members_business,category_only,all,48,5,10.416667
39-2,Conservative,private_members_business,category_only,contested,43,4,9.302326
39-2,Conservative,private_members_business,documented_free_excluded,all,48,5,10.416667
39-2,Conservative,private_members_business,documented_free_excluded,contested,43,4,9.302326
39-2,Conservative,private_members_business,uncertain_excluded,all,48,5,10.416667
39-2,Conservative,private_members_business,uncertain_excluded,contested,43,4,9.302326
39-2,Conservative,private_members_business,unknown_bill_as_government,all,48,5,10.416667
39-2,Conservative,private_members_business,unknown_bill_as_government,contested,43,4,9.302326
39-2,Conservative,procedural,category_only,all,12,0,0.0
39-2,Conservative,procedural,category_only,contested,11,0,0.0
39-2,Conservative,procedural,documented_free_excluded,all,12,0,0.0
39-2,Conservative,procedural,documented_free_excluded,contested,11,0,0.0
39-2,Conservative,procedural,uncertain_excluded,all,12,0,0.0
39-2,Conservative,procedural,uncertain_excluded,contested,11,0,0.0
39-2,Conservative,procedural,unknown_bill_as_government,all,12,0,0.0
39-2,Conservative,procedural,unknown_bill_as_government,contested,11,0,0.0
39-2,Conservative,supply,category_only,all,25,0,0.0
39-2,Conservative,supply,category_only,contested,24,0,0.0
39-2,Conservative,supply,documented_free_excluded,all,25,0,0.0
39-2,Conservative,supply,documented_free_excluded,contested,24,0,0.0
39-2,Conservative,supply,uncertain_excluded,all,25,0,0.0
39-2,Conservative,supply,uncertain_excluded,contested,24,0,0.0
39-2,Conservative,supply,unknown_bill_as_government,all,25,0,0.0
39-2,Conservative,supply,unknown_bill_as_government,contested,24,0,0.0
39-2,Conservative,throne_speech,category_only,all,3,0,0.0
39-2,Conservative,throne_speech,category_only,contested,3,0,0.0
39-2,Conservative,throne_speech,documented_free_excluded,all,3,0,0.0
